REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
SA1,2021/01/16 12:30:00,391.83,-36.46,TRADE
SA1,2021/01/16 13:00:00,369.76,-63.07,TRADE
SA1,2021/01/16 13:30:00,376.05,-40.59,TRADE
SA1,2021/01/16 14:00:00,387.31,-50.33,TRADE
SA1,2021/01/16 14:30:00,393.81,-48.43,TRADE
SA1,2021/01/16 15:00:00,383.91,-60.39,TRADE
SA1,2021/01/16 15:30:00,410.31,-57.61,TRADE
SA1,2021/01/16 16:00:00,517.27,-33.52,TRADE
SA1,2021/01/16 16:30:00,571.75,-31.19,TRADE
SA1,2021/01/16 17:00:00,661.05,-40.13,TRADE
SA1,2021/01/16 17:30:00,776.98,-20.68,TRADE
SA1,2021/01/16 18:00:00,908.83,-44.47,TRADE
SA1,2021/01/16 18:30:00,1056.34,-17.21,TRADE
SA1,2021/01/16 19:00:00,1128.37,14.48,TRADE
SA1,2021/01/16 19:30:00,1193.59,16.20,TRADE
SA1,2021/01/16 20:00:00,1224.75,23.64,TRADE
SA1,2021/01/16 20:30:00,1240.44,36.11,TRADE
SA1,2021/01/16 21:00:00,1253.72,35.14,TRADE
SA1,2021/01/16 21:30:00,1261.72,33.28,TRADE
SA1,2021/01/16 22:00:00,1237.11,33.22,TRADE
SA1,2021/01/16 22:30:00,1209.21,24.87,TRADE
SA1,2021/01/16 23:00:00,1189.57,22.47,TRADE
SA1,2021/01/16 23:30:00,1196.35,27.43,TRADE
SA1,2021/01/17 00:00:00,1310.44,34.75,TRADE
SA1,2021/01/17 00:30:00,1312.09,33.82,TRADE
SA1,2021/01/17 01:00:00,1290.56,35.22,TRADE
SA1,2021/01/17 01:30:00,1205.63,34.24,TRADE
SA1,2021/01/17 02:00:00,1161.04,32.70,TRADE
SA1,2021/01/17 02:30:00,1140.29,34.05,TRADE
SA1,2021/01/17 03:00:00,1125.1,34.21,TRADE
SA1,2021/01/17 03:30:00,1095.73,34.06,TRADE
SA1,2021/01/17 04:00:00,1084.67,34.15,TRADE
SA1,2021/01/17 04:30:00,1073.86,36,TRADE
SA1,2021/01/17 05:00:00,1065.41,36.22,TRADE
SA1,2021/01/17 05:30:00,1072.88,36.44,TRADE
SA1,2021/01/17 06:00:00,1086.44,35.86,TRADE
SA1,2021/01/17 06:30:00,1069.53,32.17,TRADE
SA1,2021/01/17 07:00:00,1059.53,29.38,TRADE
SA1,2021/01/17 07:30:00,1020.3,15.54,TRADE
SA1,2021/01/17 08:00:00,930.88,7.92,TRADE
SA1,2021/01/17 08:30:00,870.16,10.44,TRADE
SA1,2021/01/17 09:00:00,822.74,3.64,TRADE
SA1,2021/01/17 09:30:00,771.94,-4.20,TRADE
SA1,2021/01/17 10:00:00,717.62,0.12,TRADE
SA1,2021/01/17 10:30:00,635.1,4.49,TRADE
SA1,2021/01/17 11:00:00,578.21,-5.04,TRADE
SA1,2021/01/17 11:30:00,581.72,-0.88,TRADE
SA1,2021/01/17 12:00:00,602.12,0.51,TRADE
SA1,2021/01/17 12:30:00,592.92,-12.28,TRADE
SA1,2021/01/17 13:00:00,593.75,-9.95,TRADE
SA1,2021/01/17 13:30:00,589.72,-18.70,TRADE
SA1,2021/01/17 14:00:00,554.99,-25.88,TRADE
SA1,2021/01/17 14:30:00,542.9,-55.74,TRADE
SA1,2021/01/17 15:00:00,609.86,-25.15,TRADE
SA1,2021/01/17 15:30:00,628.9,-38.93,TRADE
SA1,2021/01/17 16:00:00,674.13,-26.35,TRADE
SA1,2021/01/17 16:30:00,707.73,-5.64,TRADE
SA1,2021/01/17 17:00:00,787.42,2.98,TRADE
SA1,2021/01/17 17:30:00,884.16,20.07,TRADE
SA1,2021/01/17 18:00:00,968.76,31.90,TRADE
SA1,2021/01/17 18:30:00,1075.66,46.64,TRADE
SA1,2021/01/17 19:00:00,1153.67,55.80,TRADE
SA1,2021/01/17 19:30:00,1197.34,48.03,TRADE
SA1,2021/01/17 20:00:00,1229.2,52.62,TRADE
SA1,2021/01/17 20:30:00,1234.24,51.44,TRADE
SA1,2021/01/17 21:00:00,1247.07,45.44,TRADE
SA1,2021/01/17 21:30:00,1216.33,39.96,TRADE
SA1,2021/01/17 22:00:00,1202.32,34.63,TRADE
SA1,2021/01/17 22:30:00,1184.49,42.53,TRADE
SA1,2021/01/17 23:00:00,1173.61,36.06,TRADE
SA1,2021/01/17 23:30:00,1184.61,40.29,TRADE
SA1,2021/01/18 00:00:00,1349.31,46.49,TRADE
SA1,2021/01/18 00:30:00,1342.76,46.80,TRADE
SA1,2021/01/18 01:00:00,1298.26,49.51,TRADE
SA1,2021/01/18 01:30:00,1227.83,43.12,TRADE
SA1,2021/01/18 02:00:00,1154.93,47.07,TRADE
SA1,2021/01/18 02:30:00,1150.98,41.95,TRADE
SA1,2021/01/18 03:00:00,1147.69,40.29,TRADE
SA1,2021/01/18 03:30:00,1125.56,38.52,TRADE
SA1,2021/01/18 04:00:00,1101.84,36.32,TRADE
SA1,2021/01/18 04:30:00,1097.03,36.93,TRADE
SA1,2021/01/18 05:00:00,1148.12,41.40,TRADE
SA1,2021/01/18 05:30:00,1166.68,43.65,TRADE
SA1,2021/01/18 06:00:00,1216.22,40.63,TRADE
SA1,2021/01/18 06:30:00,1261.93,40.33,TRADE
SA1,2021/01/18 07:00:00,1288.32,40.80,TRADE
SA1,2021/01/18 07:30:00,1279.63,25.48,TRADE
SA1,2021/01/18 08:00:00,1200.75,21.72,TRADE
SA1,2021/01/18 08:30:00,1086.43,20.24,TRADE
SA1,2021/01/18 09:00:00,1003.5,14.31,TRADE
SA1,2021/01/18 09:30:00,879.32,13.64,TRADE
SA1,2021/01/18 10:00:00,821.19,13.16,TRADE
SA1,2021/01/18 10:30:00,753.4,9.58,TRADE
SA1,2021/01/18 11:00:00,695.11,7.35,TRADE
SA1,2021/01/18 11:30:00,626.69,6.48,TRADE
SA1,2021/01/18 12:00:00,569.94,6.70,TRADE
SA1,2021/01/18 12:30:00,540.42,5.83,TRADE
SA1,2021/01/18 13:00:00,501.06,6.85,TRADE
SA1,2021/01/18 13:30:00,495.61,3.95,TRADE
SA1,2021/01/18 14:00:00,513.25,-29.03,TRADE
SA1,2021/01/18 14:30:00,548.52,-27.45,TRADE
SA1,2021/01/18 15:00:00,561.33,-29.21,TRADE
SA1,2021/01/18 15:30:00,560.29,-55.52,TRADE
SA1,2021/01/18 16:00:00,679.52,-77.42,TRADE
SA1,2021/01/18 16:30:00,771.29,-40.85,TRADE
SA1,2021/01/18 17:00:00,865.76,-41.28,TRADE
SA1,2021/01/18 17:30:00,989.07,-46.56,TRADE
SA1,2021/01/18 18:00:00,1078.16,-14.25,TRADE
SA1,2021/01/18 18:30:00,1135.08,-0.56,TRADE
SA1,2021/01/18 19:00:00,1249.23,32.93,TRADE
SA1,2021/01/18 19:30:00,1292.92,38.18,TRADE
SA1,2021/01/18 20:00:00,1297.69,49.99,TRADE
SA1,2021/01/18 20:30:00,1325.36,40.78,TRADE
SA1,2021/01/18 21:00:00,1329.75,43,TRADE
SA1,2021/01/18 21:30:00,1303.17,42.78,TRADE
SA1,2021/01/18 22:00:00,1270.2,38.12,TRADE
SA1,2021/01/18 22:30:00,1239.5,39.19,TRADE
SA1,2021/01/18 23:00:00,1212.59,36.37,TRADE
SA1,2021/01/18 23:30:00,1194.02,36.95,TRADE
SA1,2021/01/19 00:00:00,1342.58,41.05,TRADE
SA1,2021/01/19 00:30:00,1329.75,42.10,TRADE
SA1,2021/01/19 01:00:00,1279.62,40.46,TRADE
SA1,2021/01/19 01:30:00,1212.07,35.21,TRADE
SA1,2021/01/19 02:00:00,1152.93,32.69,TRADE
SA1,2021/01/19 02:30:00,1118.84,32.96,TRADE
SA1,2021/01/19 03:00:00,1098.25,32.87,TRADE
SA1,2021/01/19 03:30:00,1065.17,30.61,TRADE
SA1,2021/01/19 04:00:00,1070.96,29.94,TRADE
SA1,2021/01/19 04:30:00,1071.47,33.31,TRADE
SA1,2021/01/19 05:00:00,1110.89,30.09,TRADE
SA1,2021/01/19 05:30:00,1147.59,30.60,TRADE
SA1,2021/01/19 06:00:00,1223.59,32.89,TRADE
SA1,2021/01/19 06:30:00,1266.81,32.68,TRADE
SA1,2021/01/19 07:00:00,1302.59,34.70,TRADE
SA1,2021/01/19 07:30:00,1282.96,27.67,TRADE
SA1,2021/01/19 08:00:00,1250,8.40,TRADE
SA1,2021/01/19 08:30:00,1192.48,-29.81,TRADE
SA1,2021/01/19 09:00:00,1119.16,-20.02,TRADE
SA1,2021/01/19 09:30:00,1029.91,-23.11,TRADE
SA1,2021/01/19 10:00:00,875.53,-48.61,TRADE
SA1,2021/01/19 10:30:00,752.92,-35.09,TRADE
SA1,2021/01/19 11:00:00,602.33,-62.18,TRADE
SA1,2021/01/19 11:30:00,541.71,-33.21,TRADE
SA1,2021/01/19 12:00:00,505.15,-34.25,TRADE
SA1,2021/01/19 12:30:00,519.38,-44.24,TRADE
SA1,2021/01/19 13:00:00,531.77,-112.06,TRADE
SA1,2021/01/19 13:30:00,533.5,-44.80,TRADE
SA1,2021/01/19 14:00:00,529.73,-19.90,TRADE
SA1,2021/01/19 14:30:00,547.42,-61.45,TRADE
SA1,2021/01/19 15:00:00,612.38,-29.58,TRADE
SA1,2021/01/19 15:30:00,661.36,-29.16,TRADE
SA1,2021/01/19 16:00:00,702.38,-43.51,TRADE
SA1,2021/01/19 16:30:00,766.01,-29.29,TRADE
SA1,2021/01/19 17:00:00,879.07,6.99,TRADE
SA1,2021/01/19 17:30:00,992.85,28.63,TRADE
SA1,2021/01/19 18:00:00,1117.63,30.89,TRADE
SA1,2021/01/19 18:30:00,1222.8,34.16,TRADE
SA1,2021/01/19 19:00:00,1315.52,37.38,TRADE
SA1,2021/01/19 19:30:00,1379.6,38,TRADE
SA1,2021/01/19 20:00:00,1402.59,40.15,TRADE
SA1,2021/01/19 20:30:00,1416.74,42.51,TRADE
SA1,2021/01/19 21:00:00,1399.17,39.13,TRADE
SA1,2021/01/19 21:30:00,1360.47,35.79,TRADE
SA1,2021/01/19 22:00:00,1294.7,36.04,TRADE
SA1,2021/01/19 22:30:00,1255.03,34.92,TRADE
SA1,2021/01/19 23:00:00,1232.36,33.66,TRADE
SA1,2021/01/19 23:30:00,1229.64,36.45,TRADE
SA1,2021/01/20 00:00:00,1384.82,38.25,TRADE
SA1,2021/01/20 00:30:00,1353.89,36.80,TRADE
SA1,2021/01/20 01:00:00,1301.16,35.46,TRADE
SA1,2021/01/20 01:30:00,1225.74,29.17,TRADE
SA1,2021/01/20 02:00:00,1156.45,25.87,TRADE
SA1,2021/01/20 02:30:00,1129,25.67,TRADE
SA1,2021/01/20 03:00:00,1119.66,24.49,TRADE
SA1,2021/01/20 03:30:00,1102.54,24.10,TRADE
SA1,2021/01/20 04:00:00,1095.86,23.81,TRADE
SA1,2021/01/20 04:30:00,1099.89,31.72,TRADE
SA1,2021/01/20 05:00:00,1116.1,36.56,TRADE
SA1,2021/01/20 05:30:00,1137.75,37.20,TRADE
SA1,2021/01/20 06:00:00,1204.49,37.97,TRADE
SA1,2021/01/20 06:30:00,1296.06,42.56,TRADE
SA1,2021/01/20 07:00:00,1355.38,42.06,TRADE
SA1,2021/01/20 07:30:00,1320.23,39.91,TRADE
SA1,2021/01/20 08:00:00,1230.02,36.33,TRADE
SA1,2021/01/20 08:30:00,1140.82,34.37,TRADE
SA1,2021/01/20 09:00:00,1048.97,33.05,TRADE
SA1,2021/01/20 09:30:00,941.37,33.12,TRADE
SA1,2021/01/20 10:00:00,854.33,31.35,TRADE
SA1,2021/01/20 10:30:00,818.29,29.71,TRADE
SA1,2021/01/20 11:00:00,813.93,29.23,TRADE
SA1,2021/01/20 11:30:00,834.32,33.32,TRADE
SA1,2021/01/20 12:00:00,792.88,30.78,TRADE
SA1,2021/01/20 12:30:00,808.54,29.80,TRADE
SA1,2021/01/20 13:00:00,798.21,30.68,TRADE
SA1,2021/01/20 13:30:00,840.91,33.17,TRADE
SA1,2021/01/20 14:00:00,881.37,33.43,TRADE
SA1,2021/01/20 14:30:00,929.26,35.68,TRADE
SA1,2021/01/20 15:00:00,997.19,37.81,TRADE
SA1,2021/01/20 15:30:00,1076.06,42.28,TRADE
SA1,2021/01/20 16:00:00,1155.32,38.29,TRADE
SA1,2021/01/20 16:30:00,1263.36,39.29,TRADE
SA1,2021/01/20 17:00:00,1356.16,41.71,TRADE
SA1,2021/01/20 17:30:00,1499.71,45.49,TRADE
SA1,2021/01/20 18:00:00,1605.37,55.05,TRADE
SA1,2021/01/20 18:30:00,1732.53,64.45,TRADE
SA1,2021/01/20 19:00:00,1782.29,62.97,TRADE
SA1,2021/01/20 19:30:00,1799.54,60.10,TRADE
SA1,2021/01/20 20:00:00,1789.15,55.92,TRADE
SA1,2021/01/20 20:30:00,1734.24,50.44,TRADE
SA1,2021/01/20 21:00:00,1676.26,47.18,TRADE
SA1,2021/01/20 21:30:00,1592.18,56.56,TRADE
SA1,2021/01/20 22:00:00,1511.92,63.68,TRADE
SA1,2021/01/20 22:30:00,1452.03,53.14,TRADE
SA1,2021/01/20 23:00:00,1404.4,50.10,TRADE
SA1,2021/01/20 23:30:00,1377.37,49.64,TRADE
SA1,2021/01/21 00:00:00,1515.95,62.51,TRADE
SA1,2021/01/21 00:30:00,1484.85,62,TRADE
SA1,2021/01/21 01:00:00,1436.15,50.84,TRADE
SA1,2021/01/21 01:30:00,1330.92,39.13,TRADE
SA1,2021/01/21 02:00:00,1251.43,35.98,TRADE
SA1,2021/01/21 02:30:00,1220.66,33.73,TRADE
SA1,2021/01/21 03:00:00,1217.29,31.39,TRADE
SA1,2021/01/21 03:30:00,1189.3,32.40,TRADE
SA1,2021/01/21 04:00:00,1186.65,32.36,TRADE
SA1,2021/01/21 04:30:00,1179.52,38.53,TRADE
SA1,2021/01/21 05:00:00,1208.34,41.27,TRADE
SA1,2021/01/21 05:30:00,1247.89,47.54,TRADE
SA1,2021/01/21 06:00:00,1313.55,47.57,TRADE
SA1,2021/01/21 06:30:00,1375.24,46.15,TRADE
SA1,2021/01/21 07:00:00,1413.27,43,TRADE
SA1,2021/01/21 07:30:00,1383.12,37.68,TRADE
SA1,2021/01/21 08:00:00,1329.08,36.96,TRADE
SA1,2021/01/21 08:30:00,1279.11,38.82,TRADE
SA1,2021/01/21 09:00:00,1210.01,34.65,TRADE
SA1,2021/01/21 09:30:00,1138.6,33.30,TRADE
SA1,2021/01/21 10:00:00,1087.45,33.57,TRADE
SA1,2021/01/21 10:30:00,1035.35,34.86,TRADE
SA1,2021/01/21 11:00:00,1027.77,29.96,TRADE
SA1,2021/01/21 11:30:00,1015.09,29.96,TRADE
SA1,2021/01/21 12:00:00,1032.93,32.20,TRADE
SA1,2021/01/21 12:30:00,1071.91,31.64,TRADE
SA1,2021/01/21 13:00:00,1123.55,32.23,TRADE
SA1,2021/01/21 13:30:00,1150.69,34.54,TRADE
SA1,2021/01/21 14:00:00,1212.35,35.35,TRADE
SA1,2021/01/21 14:30:00,1257.99,40.69,TRADE
SA1,2021/01/21 15:00:00,1347.64,44.64,TRADE
SA1,2021/01/21 15:30:00,1413.64,38.04,TRADE
SA1,2021/01/21 16:00:00,1461.6,38.49,TRADE
SA1,2021/01/21 16:30:00,1575.32,45.35,TRADE
SA1,2021/01/21 17:00:00,1685.45,52.02,TRADE
SA1,2021/01/21 17:30:00,1806.29,53.17,TRADE
SA1,2021/01/21 18:00:00,1900.34,60.60,TRADE
SA1,2021/01/21 18:30:00,1979.04,67.25,TRADE
SA1,2021/01/21 19:00:00,2038.3,76.56,TRADE
SA1,2021/01/21 19:30:00,2041.04,69.41,TRADE
SA1,2021/01/21 20:00:00,1996.1,56.34,TRADE
SA1,2021/01/21 20:30:00,1922.43,48.55,TRADE
SA1,2021/01/21 21:00:00,1823.04,43.78,TRADE
SA1,2021/01/21 21:30:00,1737.37,42.28,TRADE
SA1,2021/01/21 22:00:00,1669.6,38.39,TRADE
SA1,2021/01/21 22:30:00,1575.77,48.69,TRADE
SA1,2021/01/21 23:00:00,1492.05,41.30,TRADE
SA1,2021/01/21 23:30:00,1447.1,40.74,TRADE
SA1,2021/01/22 00:00:00,1587.09,51.02,TRADE
SA1,2021/01/22 00:30:00,1563.87,51.08,TRADE
SA1,2021/01/22 01:00:00,1509.09,50.79,TRADE
SA1,2021/01/22 01:30:00,1423.11,60.46,TRADE
SA1,2021/01/22 02:00:00,1371.63,61.83,TRADE
SA1,2021/01/22 02:30:00,1344.2,64.17,TRADE
SA1,2021/01/22 03:00:00,1328.42,61.67,TRADE
SA1,2021/01/22 03:30:00,1305.91,61.91,TRADE
SA1,2021/01/22 04:00:00,1307.12,5031.04,TRADE
SA1,2021/01/22 04:30:00,1279.32,43.90,TRADE
SA1,2021/01/22 05:00:00,1306.92,53.54,TRADE
SA1,2021/01/22 05:30:00,1318.84,59.50,TRADE
SA1,2021/01/22 06:00:00,1387.21,113.47,TRADE
SA1,2021/01/22 06:30:00,1404.6,60.81,TRADE
SA1,2021/01/22 07:00:00,1460.64,61.07,TRADE
SA1,2021/01/22 07:30:00,1418.46,52.22,TRADE
SA1,2021/01/22 08:00:00,1368.53,42.93,TRADE
SA1,2021/01/22 08:30:00,1282.5,51.18,TRADE
SA1,2021/01/22 09:00:00,1218.7,52.25,TRADE
SA1,2021/01/22 09:30:00,1127.8,35.12,TRADE
SA1,2021/01/22 10:00:00,1060.65,29.39,TRADE
SA1,2021/01/22 10:30:00,1016.28,30.17,TRADE
SA1,2021/01/22 11:00:00,983.69,33.57,TRADE
SA1,2021/01/22 11:30:00,968.59,33.34,TRADE
SA1,2021/01/22 12:00:00,988.18,36.26,TRADE
SA1,2021/01/22 12:30:00,990.12,35.69,TRADE
SA1,2021/01/22 13:00:00,1010.33,37.57,TRADE
SA1,2021/01/22 13:30:00,1016.43,32.44,TRADE
SA1,2021/01/22 14:00:00,1061.46,32.01,TRADE
SA1,2021/01/22 14:30:00,1096.12,40.54,TRADE
SA1,2021/01/22 15:00:00,1145.65,41.09,TRADE
SA1,2021/01/22 15:30:00,1190.82,42.07,TRADE
SA1,2021/01/22 16:00:00,1287.1,38.73,TRADE
SA1,2021/01/22 16:30:00,1400.39,45.29,TRADE
SA1,2021/01/22 17:00:00,1513.78,59.89,TRADE
SA1,2021/01/22 17:30:00,1651.03,46.42,TRADE
SA1,2021/01/22 18:00:00,1745.66,58.73,TRADE
SA1,2021/01/22 18:30:00,1869.83,67.85,TRADE
SA1,2021/01/22 19:00:00,1932.09,87.11,TRADE
SA1,2021/01/22 19:30:00,1935.74,69.02,TRADE
SA1,2021/01/22 20:00:00,1896.16,61.48,TRADE
SA1,2021/01/22 20:30:00,1821.99,61,TRADE
SA1,2021/01/22 21:00:00,1759.1,47.97,TRADE
SA1,2021/01/22 21:30:00,1688.27,43.73,TRADE
SA1,2021/01/22 22:00:00,1615.82,39.54,TRADE
SA1,2021/01/22 22:30:00,1531.7,47.08,TRADE
SA1,2021/01/22 23:00:00,1448.55,36.85,TRADE
SA1,2021/01/22 23:30:00,1401.07,39.10,TRADE
SA1,2021/01/23 00:00:00,1522.12,44.69,TRADE
SA1,2021/01/23 00:30:00,1473.79,45.35,TRADE
SA1,2021/01/23 01:00:00,1401.73,41.44,TRADE
SA1,2021/01/23 01:30:00,1305.8,49.29,TRADE
SA1,2021/01/23 02:00:00,1284.39,40.55,TRADE
SA1,2021/01/23 02:30:00,1250.56,36.99,TRADE
SA1,2021/01/23 03:00:00,1245.42,34.36,TRADE
SA1,2021/01/23 03:30:00,1204.67,34.07,TRADE
SA1,2021/01/23 04:00:00,1196.93,34.57,TRADE
SA1,2021/01/23 04:30:00,1192.5,37.51,TRADE
SA1,2021/01/23 05:00:00,1195.84,38.05,TRADE
SA1,2021/01/23 05:30:00,1217.69,39.36,TRADE
SA1,2021/01/23 06:00:00,1226.56,41.02,TRADE
SA1,2021/01/23 06:30:00,1216.91,36.26,TRADE
SA1,2021/01/23 07:00:00,1230.62,30.65,TRADE
SA1,2021/01/23 07:30:00,1195.12,25.91,TRADE
SA1,2021/01/23 08:00:00,1152.83,19.89,TRADE
SA1,2021/01/23 08:30:00,1109.3,14.15,TRADE
SA1,2021/01/23 09:00:00,1058.92,5.43,TRADE
SA1,2021/01/23 09:30:00,1002.17,14.66,TRADE
SA1,2021/01/23 10:00:00,983.93,9.79,TRADE
SA1,2021/01/23 10:30:00,994.37,10.44,TRADE
SA1,2021/01/23 11:00:00,1009.3,10.64,TRADE
SA1,2021/01/23 11:30:00,1037.72,10.21,TRADE
SA1,2021/01/23 12:00:00,1096.6,17.93,TRADE
SA1,2021/01/23 12:30:00,1159.44,28.09,TRADE
SA1,2021/01/23 13:00:00,1226.69,26.93,TRADE
SA1,2021/01/23 13:30:00,1286.91,57.94,TRADE
SA1,2021/01/23 14:00:00,1356.87,61.06,TRADE
SA1,2021/01/23 14:30:00,1419.07,51.34,TRADE
SA1,2021/01/23 15:00:00,1484.65,60.52,TRADE
SA1,2021/01/23 15:30:00,1574.84,61.55,TRADE
SA1,2021/01/23 16:00:00,1716.87,61.04,TRADE
SA1,2021/01/23 16:30:00,1859.83,194.51,TRADE
SA1,2021/01/23 17:00:00,1993.82,63.30,TRADE
SA1,2021/01/23 17:30:00,2098.67,64.78,TRADE
SA1,2021/01/23 18:00:00,2246.08,123.68,TRADE
SA1,2021/01/23 18:30:00,2360.94,119.27,TRADE
SA1,2021/01/23 19:00:00,2387.64,150.67,TRADE
SA1,2021/01/23 19:30:00,2383.26,141.67,TRADE
SA1,2021/01/23 20:00:00,2290.65,62.73,TRADE
SA1,2021/01/23 20:30:00,2197.88,57.17,TRADE
SA1,2021/01/23 21:00:00,2124.03,56.23,TRADE
SA1,2021/01/23 21:30:00,2044.61,49.54,TRADE
SA1,2021/01/23 22:00:00,1964.12,44.41,TRADE
SA1,2021/01/23 22:30:00,1863.63,50.39,TRADE
SA1,2021/01/23 23:00:00,1777.43,44.61,TRADE
SA1,2021/01/23 23:30:00,1692.01,44.85,TRADE
SA1,2021/01/24 00:00:00,1826.06,44.20,TRADE
SA1,2021/01/24 00:30:00,1768.57,40.17,TRADE
SA1,2021/01/24 01:00:00,1695.39,39.75,TRADE
SA1,2021/01/24 01:30:00,1622.15,38.93,TRADE
SA1,2021/01/24 02:00:00,1586.46,36.83,TRADE
SA1,2021/01/24 02:30:00,1548.88,35.20,TRADE
SA1,2021/01/24 03:00:00,1536.99,33.61,TRADE
SA1,2021/01/24 03:30:00,1488.49,33.16,TRADE
SA1,2021/01/24 04:00:00,1476.91,33.10,TRADE
SA1,2021/01/24 04:30:00,1456.69,33.10,TRADE
SA1,2021/01/24 05:00:00,1441.5,33.63,TRADE
SA1,2021/01/24 05:30:00,1427.06,33.46,TRADE
SA1,2021/01/24 06:00:00,1444.31,31.46,TRADE
